sentence,profane,,
pikonon si kuya dangagon kaya bilog na pamilya nagboto sa adik na si leni ,1,,
tangina nata ngonyan ko lang nahiling ito puta magayunon ka,1,,
tarantado ka pumundo ka jan,1,,
aliw dito haha bwiset,1,,
iluwas na si mafe punyeta,1,,
traydoron kang pakshet ka palermo,1,,
tarantado napatunayan mo ba na may binulsa na kwarta napatunayan mo na naka abot ang goods sa davao tulos,1,,
tarantado ka haha,1,,
skusta clee nahiling na bobo,1,,
pucha tunay like bako ako ini hahaha nahawaan ako malala,1,,
pakyu kamo gabos haha,1,,
pangiton ang surat ko bwiset,1,,
bobo laptrip talaga,1,,
punyeta cie hihinghingan mo ako,1,,
nag picture pa ngane ako duman tarantado magayunon ako duman,1,,
dont u dare touch my bebe callum or sisispaon ko an buli mong kurulot pakshet ka tangina mo ,1,,
tarantado sana madakop ka leche,1,,
hala gago su magex,1,,
haluyon mag upload puta muya ko na dangugon glimpse of us ni joji haha ,1,,
hubag nanaman ngudoy ko pucha na tanga na an,1,,
bwiset may british pa,1,,
bwiset kayang selpon na ini dai na charge,1,,
dakulon na scenarios sa payo ko pakshet man oh,1,,
muya ko na magkawat pucha pero dae pa tapos acads time ko haha,1,,
puta nata maluyahon ang signal,1,,
nata kan nag abot si gong chan biglang marupok haha pakshet exciting,1,,
patal po ako so pakiexplain,1,,
puta muya ko magbalik sa pampanga,1,,
pakyu hoi haha tangina i missed you agoi when kaya,1,,
oh my fucking  shit so igchat ko giray su recent guy ko ta i miss him haha tas putangina nagsorry ako ta dae ako naka reply sa chats niya lastime tas ayun na nagne ngonyan bigla niya ig reply sako na ugwa na daa siyang nakakahuron na pirang bulan na ,1,,
pucha effective man palan giray su mga ritwal kan mga oa haha,1,,
every swipe kan pics nabubua ano ba yan,1,,
ni wara ngane akong oras maisipan sa buhay kaipuha n pa naka schedule bwiset ,1,,
ako kang nahiling ko su nag sisimbag baynte su score pakyu kung sisay nag rumble kang mga simbag,1,,
ika ang mag ingat puta kaising big account ka,1,,
makulugon talaga ang payo ko puta pwedi daw ini tanggalon? puta,1,,
bako,1,,
su mga mabuot tig gibo niyang patal tapos pig bobo su mga bbm supporters,1,,
may mga patal talagang rider,1,,
tangina ka ulol puta,1,,
deputa ka talaga,1,,
ulol ako man sana midmid mo duman,1,,
sisay kaman na patal ka ha,1,,
padaba me si marcos' pero warang article buda inpormasyon kay bbm putanginang patal mo nata ka pa daw pinangaki na dangag ka haha,1,,
gago haha makabadtripon ,1,,
bako man kaya su may gibo kaito ang sala ang sabi dgdi su mga comments na garo bobo lang,1,,
kikirilig na ako puta,1,,
garo talaga mga patal ang tawo,1,,
nahihibi na ako putangina haha,1,,
ulukon ako sa relay dance kang hot  puta,1,,
gare patal si mess nata may tiya sa national university,1,,
halata kanang maray naka bukas dummy account mong patal ka,1,,
puta lasalle pakarayon nindo,1,,
patalon ang hamag,1,,
pakyu ka sarong milyon dara ko ang gulogulo ko saimo hanggang buhay hayop ka,1,,
pota puon ngunyan madangog na ako,1,,
technoblade patal dangag warang utak inutil daeng inadalan hampaslupa,1,,
nakigkig akong maray pagmata ko hanep tapos nag scroll ako sa tiktok tapos arog kaini nangyare kupal na mga spoilers sana bako masiram ang isira ninda,1,,
patalon si miss delmundo nakigkig su pagmata ko nawara su pirot ko,1,,
puta lutang moments na makaturog na ako bye,1,,
gare ka talaga dangag tangina mo,1,,
putang inet,1,,
binutasan mo tapos babalikan mo dangag ka gayod,1,,
puta ka talaga bff,1,,
dae kaman ninda deserve sa gabos na nakahiling kay s pakyu,1,,
makaturog na ngani nag hibi pa patal,1,,
minauli pa sana ako dakulon na hapot yudeputa,1,,
ako na sana puta man nata pa idadamay ang mga ayam,1,,
nata kamo patal?,1,,
dakulon na nagkaralat na shit stans sa feed ko yudeputa,1,,
ulol parahibi,1,,
garo na talaga dangag si daryll yap,1,,
nahihirak ako sa aki niya na nagka amang arog mo dangag,1,,
tarantado inda ko na daw,1,,
pakyu paduman pa sana kita sa exciting part,1,,
uy may dangag ,1,,
punduhon mo ang kapatalan mo,1,,
mas mapagal mag sukol kang gilid kaysa sa shading mismo puta,1,,
patal kakampink mong tugang muya mag migrate sabi ninda pag nanggana ang marcos,1,,
yudeputa pede man gayod na tratuhon nindo akong tama para mag pundo na ako,1,,
haha makarigos pa sana ako ta putang kulog,1,,
kaiba palan si karael pota haha,1,,
makauragon kaiba palan so bellprid puta,1,,
jalosi ako puta,1,,
tangina talaga naghahanap akong bebe su nagpapamatanga,1,,
tangina ka rhian kung ika su nagadan sa ending edi deserve mo an tangina kang ulol ka,1,,
puta ang mga tigpaparagibo ko sa tiktok haha,1,,
kapatalan ko an dangag kaya ako dati,1,,
naghibi nagwala nagpadagpadag nag hibi giraray nag suriyaw nanapak deputa,1,,
oks lang maski pa abuton an ki sanribong episode basta kaiba itong hayop,1,,
aba puta dae ako tinag,1,,
tangina ka beh pakyu ka,1,,
habo kong tigpapahalat ako puta,1,,
nakaabot kamong gold pero patal kamo,1,,
potanginang buhay ini,1,,
dakulong gibuhon puta nawawaran na akong oras sa bangtan,1,,
putangina niya,1,,
puta su math teacher me kasubago dae kami pina notes hayop an,1,,
bwakanang shit ka clyde puta ka,1,,
sabi ni ma sa university of the philippines daa ako mag college losi,1,,
wara na akong gana mag gibo kang mga activity ko dahil sa mga makauragon na mga nag label sa bias ko pota,1,,
pigparaparasahan kang mga propesor ano gare fastbreak ang puta dae kamo sana kamo masala,1,,
duwa ang webinar ko sa aga tapos sabay pa puta,1,,
hilingon mo ta ako na mismo ang magapo kay david sa taas kang building puta ka,1,,
kagulo gulo pambansang aldaw kang mga magbararkada ang puta,1,,
anom na bulan na akong ulol na ulol kay leon buda mari,1,,
puta may pangbakal na akong ticket sa aurora fest kaso dae ako tinugutan ni mama haha mahibi nalang ako sa gilid,1,,
maray na sana delayed ako  puta haha habo kong historical event ta nanggana si marcos haha,1,,
puta ka po,1,,
nag post man sana si ate tarantado kang kapay ka,1,,
gago kang patal ka,1,,
dangag ka kaya haha,1,,
pakyu ka pati mga barkada mong dae ko na mahihiling,1,,
nahibi ako kang nahiling kong maitsura si jolina puta,1,,
isipon mo pinag bayad ka para maghiling tapos pinag custome ka na garo dangag tapos pinahibi kapa haha handang maging ulol for soshi,1,,
tangina nindo su tour dates ngani kang nct dream warang matinong nagkapot puta pati digipack habo ko na kauragon kamo,1,,
mahalon ang headphone dae na ako maulit deputa,1,,
tangina ka pakatapos mo ako ighost tapos bumalik ka sa ex mo joke,1,,
eme lang yudeputa ka,1,,
ah tiyo? pakyu,1,,
haha tarantado ka talaga miya,1,,
ulol dakulong babayi,1,,
putangina nindo sana magadan na kamo tangina nindo,1,,
puta asa ako sabi ko na dae ko na aram ang gigibuhon,1,,
si paling patal,1,,
jolina puta dae naman si boom commentator bati may meeting wara akong  audio putaaaa,1,,
hala gago ka tungagon,1,,
namimiss ko na si kalix at luna puta,1,,
tungagon na pldt ini nata wara akong madangog pota habo ko na,1,,
puta pogion si heesung,1,,
dae mo na talaga aram kung sisay ang tunay sa mga nakapalibot saimo ta parariyo patal,1,,
ako na sana talaga mahiling na sulo puta,1,,
ulol ka sisay ka man,1,,
dae nalang po nindo ako pag pansinon dgdi na gare may kahuron ta garo dangag aram ko haha,1,,
huna ko may nag ilabyu sa post ko puta kay sol palan hamag kauragon,1,,
hoy gago sm ano ito,1,,
sabi ninda okay man daa maging patal kaso nata tig urualdaw ko na,1,,
dakulon akong namamati sa lawas puta,1,,
at dahil minamata pa sana ako dae pa ako nag papangudto puta punaw na ako maluto pa kauragon katurog sana kayang katurog,1,,
interesado ako pero patal ako,1,,
bako man makulog pakyu ka lang,1,,
punyeta naman man mata kapa,1,,
igkukurab ako na tigtatakigan na putangina,1,,
puta maray na sana wara masyadong nag agi na awto kasubago ta tuminakas su aki ko hamag ano daw ang naisipan niya lord,1,,
pakyu ka daa,1,,
ulol ka mhie bawal daa ang chaka,1,,
makasupugon gago haha,1,,
tangina ka amiel,1,,
yudeputa huna ko tigrereplyan mo sadiri mo zane haha,1,,
tarantado makusog ang pagmati ko warang klinasihan ang tiyo mo,1,,
kung ano man an suminakto pa talaga sa plate exam putangina,1,,
puta makatakuton su mga ayam me huhu dae pa ngani nadadangog su ambulansya nag riribok na sinda huhu,1,,
pogion talaga putaaa,1,,
pakyu daa sabi kang nwebe anyos,1,,
yudeputa chinarge ko su silpon ko kasubanggi tapos puta pag mata ko,1,,
syempre gamiton ko su selpon,1,,
patal ka gare ka dangag,1,,
huni pa last time nag kaon kaming pizza ginilid ko si pineapple ta dae man ako kaito nagkakaon gago sinabihan akong nakikiuso puta niya dae man talaga ako kaito nagkakaon tanginang yan,1,,
igwa daang chismis tapos dae tinaram chaka mo kabonding tangina,1,,
gago huyan na mananggad siya,1,,
ulol ang realtalk man sana dgdi ika buda si momshie ta salot buda bakla realtalk man man si wise ta nag bata siyang bakla,1,,
puta gare gingham check realness talaga,1,,
puta dipisilon ka butasan lalo na wara kitang label ,1,,
pakyu ka mhie,1,,
makagulo gulo dgdi sa harong lalo na ang mga ikos pati tugang ko gago mag iribahan sinda tangina duminagdag pa ini si elvin puta talaga habo ko na,1,,
makulugon ang wala kong mata puta nagkikirot,1,,
,1,,
gago ito tangina narumduman ko na puta nag duwa duwa lugod ako kung babasahon ko giraray tangina sa hugyan nag diit su heart ni tyun dae ko kinaya,1,,
dae na maretrieve su message puta maribukon kaya,1,,
puta durat,1,,
charot tarantado lang talaga ako minsan,1,,
ulukon ako sa nabackread ko haha ugmahon ang kupal haha hanggang nguyan nasa clouds pa ako grabe xiao haver na ako,1,,
puta dakulong picture ni haechan sa timeline ko mga pakyu mas lalo akong naiinlab,1,,
puta man nata sarabayan kamo nag agda nguyan huhu dipisilon pag may kaagaw sa oras buda service,1,,
nag apod si jay sako tapos paghiling ko si ipis palan taram ki taram dae ko man nadadangog pero ako nadadangog niya bulok talga iphone kang patal na ito haha,1,,
sulog ni haruto ang uniform ni woo mga ulol,1,,
ah anas tarantado,1,,
tangina para sa countdown tayo kakaulok sa new year,1,,
tangina sabagay bilog na buhay ko ngunyan paman sana ako makakasakay na barko,1,,
gago ang boses ni sunjake,1,,
dae na nanggana yudeputa,1,,
syempre tangina ka,1,,
ihugakan ako mag edit puta,1,,
si ate mo dae na napugulan mag gastos patal bobohon  tininda pcs tapos pinabalik please lang harani na ang ticket selling,1,,
tugang mo pa talaga ang napili mong gibuhan ki katarantaduhan ade,1,,
dae mo aram pag may muya akong aramon tig gigibuhan ko ki paraan patal maray ta naaako mo ang mga tigtataram mo sa babaying an tarantado,1,,
gare sala na baga an na putangina ka,1,,
ulol bako ka sako,1,,
sexyhon talaga mag taram ki nihonggo si retsam ulol na ulol na ako,1,,
gago ano itong chismis na si mile daa ang kagsadiri kang BGC? legit?,1,,
tangina mo sheena makataram kang dae ako nag rereply ika man sana jan ang dae nag rereply puta ka ano ini baralusan,1,,
narumduman ko kang sinabi ni ma ginibo lang talaga ang election ngunyan na taon para bilangon pira ang patal sa pilipinas,1,,
haha jk happy bffs day mga patal,1,,
hoy mag basa kang bagong script nindo,1, anong feeling na patal ka since birth,
checkmate ka pau haha puta ano na ini dae na ako makahangos ang boto ko si monstar,1,,
gago dae kinahuron kang magurang ko si madam ngunyan yudeputa,1,,
puta ifollow ko kuta su sarong account ta magayon siya pag hiling ko sa pinned tweet 'pinning this until lc comes back' congrats may nablock na ako,1,,
maray na sana patal ako sa math,1,,
haha makaulokon insert gc name mga harab sa chismis puta,1,,
tangina beh makusugon ang amats kaining scammer na identity theft pa nanggad hirilingan na sana sa kulungan ,1,,
nag release ki bagong kanta na para sa sadiri mo oy ulol ka,1,,
pakyu kamo,1,,
istorya mo man kung pano mo akong ginibong patal buda pinaluwas na dangag dgdi,1,,
puta magayunon shet,1,,
puta magadan na sana kamo,1,,
tangina talaga haha patalon ako duman,1,,
gago dakulaon ako pag tighiling ko,1,,
habo ko na magkahilang mahalon ang bulong ko puta nahihirak na ako sa ama ko,1,,
haha anong dae mapabakal ulol laughtrip pcs kana sana,1,,
magiribahan pa kamong pakshit kamo,1,,
no cap haha puta,1,,
mainiton yudeputa,1,,
huhu napupungaw na ako punyeta tinapok pa kaya su mic na raot lugod,1,,
puta iuragan naman ako sa pfp ko ,1,,
huyan na naman su pinsan long ulol na ulol ngalngal man pakatapos,1,,
malala na su kay lix puta,1,,
gago beh ano an mapaibang bansa kamo?,1,,
si may mo ngani patal ika pa daw na troll,1,,
puta sana magadan na kamo,1,,
pakyu na sana gayod,1,,
daeng preno ang ngaspak kang puta pasalamat ka beh dae taka tig tutumangan,1,,
bako ako maalsom ha pakyu ka,1,,
bawal mag pahibi ngunyan ha padabaon taka ate emshie ready na akong magpaka dangag huhu,1,,
nata ngiriton ako puta haha,1,,
tanginamo ka pakyu ,1,,
putangina dae ko na aram sorry,1,,
tangina dae na ako pinunduhan kaka rapas kang mga pinsan ko,1,,
damay pa nindo kami sa binoto nindong patal,1,,
ulol ano pigpapara taram mo jan,1,,
tulo pa sindang dangag ako pabakal na saro,1,,
ulol sa gate daa haha baka sa balyong room,1,,
dangagon kamo mga patal,1,,
magatulon ang dungo ko puta,1,,
,1,,
nag lalast minute edit pa ako halat lang putangina,1,,
gago makulugon an,1,,
tangina mos na ta mag inom,1,,
libre mo na sana ako aram mo naman na wara akong pirak haha pota,1,,
pero tarantado kamo marabason kamo mag type wara man na hawong tigtataram nindo,1,,
nata babluyon net sa selpon ko putangina,1,,
pede gayod mang ayot ki aki puta sapakon ko ini sa panok makauragon tawan nindo akong halabang pasensya,1,,
sabagay pangaran pa sana adik kana kaya puro paros ang payo mo cpa daa dayaon mo lelang ulol,1,,
puta makalaton palan ang tinaram ko,1,,
puta sinearch ko talaga ano ang cebu milker haha,1,,
putangina na eexcite na ko,1,,
mabakal na sana ako pakyu,1,,
haha patal ika nakapindot ,1,,
mag timpla ka kape mo haha kauragon kang puta ka,1,,
grabeng kaanuhan mo para sa sadayuton na bagay punyeta,1,,
hoy tarantado dae mo pag gibuhong sabaw ang tawyo haha,1,,
beh parte kang lawas ninda ang pagiging dangag,1,,
tapos biology pa ang kuwaon ko putangina kapagal,1,,
haha gago tinaraman na bobo ,1,,
tarantado ka trashtalking ka ha,1,,
tangina heejek layag kita dgdi haha,1,,
huna mo nalingawan ko na ginibo mo ulol magriyilo ka jan,1,,
ikirilig na ako putangina haha,1,,
tangina narumduman ko na nag paaram ako dati sa barkada na pasubli kang fixie niya,1,,
patal moments na naman ako,1,,
namiss ko su pagiging makaraw ni nikko haha pero pirmi man pero iba su kasubago na karawan me haha bwiset hayop,1,,
nakaleave na ngani ako dapat dae na nindo ako hagadan na update sa trabaho ta wara ako sa site puta,1,,
tangina na scam gayod ako,1,,
tangina swerte ang magiging bata kaini sa future puta swerte ko,1,,
haha putangina talaga ni pldt,1,,
haha nagpundo na ang update deserve tangina ka bakla,1,,
tarantado ka talaga kazungot,1,,
sarong bulan na ang uminagi dae mo ako namimiss? tangina naman ,1,,
haha puta ulukon ako,1,,
tarantado ingat siya duman kay lux,1,,
puta ka iniscam mo ako,1,,
puta ka dae pa mag uran,1,,
tarantado man ining tugang ko kung pede daa mag order na yelo sa shopee,1,,
puta sa iskwelahan na sana ako maklase,1,,
putangina sarong minuto na sana ma,1,,
puta ka mango ka deserve mo dae makagraduate ulol,1,,
dae mo aram kung gano ka fuck up? punyeta kamo,1,,
patal ka talaga,1,,
putangina nindo sarong minuto na sana ang tada,1,,
patal raot ang payo sinto sinto may sayad ang payo,1,,
puta nadamay pa ako haha,1,,
makapalon kaman para mag react ki arog kaito eh tig babackstab mo ngani akong punyeta ka,1,,
habo ko na makabasa ki balita punyeta,1,,
habo ko na talaga mabuyong hayop wara akong marumduman,1,,
akuon mo pa daw ako maski patal ako?,1,,
lutang patal loser,1,,
haha mga makauragon pre puta,1,,
maski gen ad muna putangina ilichil tao na nindo sako ini please next mahirak na kamo ,1,,
puta seulgi durugon mo man ang puso ko haha,1,,
wara sa urdaneta tangina haha,1,,
nahibi ako punyeta wara na bako na ako malibog beh,1,,
ulol na ulol talaga ako saimo pag arog ka kaan mag bado,1,,
tangina ikaihion na ako tapos mataram kang kakalinig mo palang ano tiuson ko ini gago ang puta,1,,
ugmahon mananggad puta,1,,
puta dae ako na luwas luwas sa kwarto haha,1,,
character ni hs itong second lead sa aus na tigbabasa ko puta,1,,
si xiamara puta haha kyuton ka talagang aki kada mmahiling takang nakahiling sako napapangirit na sana ako haha,1,,
grabe na ining namamati ko haha dae pa idiretso kung kakalinturahon pota,1,,
pirming misising in action punyeta ka haha oks lang si shea?,1,,
tangina nata ko tighihibian ini?,1,,
grabeng paka tarantado ni avey puta,1,,
putangina ang mood ko ngunyan,1,,
puta ta na ground ako haha bobo,1,,
putangina mo talaga dae na mag kawat ,1,,
garo patal ang university ko,1,,
putangina nahihib na nauugma ako para sa sadiri ko,1,,
mga beh bako man kamo dangag para maaraman an bako?,1,,
pano ako saktong mabati sa kuya bubs maasa ba ako donny tangina warang makaturog,1,,
ulol tangina ka patal ,1,,
puta inda dae ko na masabutan ang mga hiling mo sako,1,,
hoy ang gago mo naman,1,,
habo mag load kang notifications ko puta,1,,
hoy tig tatakigan na ako putangina,1,,
ginibo pa akong patal,1,,
maykel ang apod sako haha garo dangag pero sige bahala kana sa buhay mo,1,,
bahala na su patal man,1,,
ang kapatalan mo,1,,
miss taka na patal,1,,
tangina nata pogion si jay,1,,
putangina ka talaga eh,1,,
tarantado ka chan nata mo tinaram,1,,
nawawara relx ko punyeta,1,,
hoy warang mag hibi punyeta,1,,
tsk makabadtripon puta,1,,
puta su mga abang ta saiya para sa mga pickup lines,1,,
pakyu automatic na ekis sa mga childe pfp,1,,
tangina ka ulokon ,1,,
may pa mention si patal,1,,
seryoso tabi patal ako,1,,
